.response,key_upDown.rt,session,participant,domEye,frameRate,expName,date,
1,1.81451416016,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,3.13508319855,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.5983479023,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.51563286781,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,2.10066699982,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.65432786942,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.31376695633,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,2.75084590912,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,6.62652683258,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.63213992119,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,6.00704813004,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.24828600883,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.49954295158,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.66565895081,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.52054905891,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,3.43525600433,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,5.20552182198,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.01905202866,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.91035103798,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.80317091942,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.16425395012,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.66600608826,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,4.16975784302,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,0.91398191452,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.51577806473,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.40092396736,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.46442294121,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,6.05883812904,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,0.846879005432,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,2.58662605286,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.19801187515,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.23098897934,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.4139559269,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.39880514145,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.63230395317,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,0.879764080048,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,1.06488513947,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.6148250103,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,7.71016788483,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,4.10339403152,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.68274307251,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.81525397301,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,3.87119293213,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,3.15262818336,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.58211994171,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.31409287453,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,5.74112701416,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,3.98524904251,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,5.23895978928,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.89809989929,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.89520597458,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,5.30728197098,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.62192988396,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.66402697563,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.9931139946,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,4.25233817101,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,3.33402109146,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.80135011673,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,2.52301383018,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,2.15435504913,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,4.37186193466,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,1.64794421196,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,3.4004650116,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,4.2918279171,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,2.41654396057,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
0,3.117208004,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,2.83553314209,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,5.04319190979,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
1,5.47368717194,01,5,r,59.8834684207,supreff,2015_Apr_10_1430,
