.response,key_upDown.rt,session,participant,domEye,frameRate,expName,date,
1,3.83453702927,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,4.50483489037,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.913940906525,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,3.38102602959,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,3.00741410255,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.55387592316,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.4140818119,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.2641620636,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.49746513367,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.959670066833,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.821944952011,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.864269018173,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,4.98970317841,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.879658937454,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.69637799263,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,2.80718493462,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.2491350174,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.750417947769,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.08557319641,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,3.58556604385,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.663279056549,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,2.2996160984,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.94764995575,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.789011001587,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.811118125916,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.646919965744,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.679430007935,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.642322063446,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.931510925293,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.696048021317,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.716223955154,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,4.11910796165,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.964870214462,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,1.88891196251,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,2.03345608711,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,4.32154798508,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.814082860947,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.696435928345,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.680511951447,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,3.34214901924,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.44021010399,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.767073154449,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.714971065521,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.69794511795,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,3.65264892578,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.06427192688,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.78923082352,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,3.4980661869,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,3.5680270195,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,2.75152683258,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.03014397621,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.980515956879,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.918895959854,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.966703891754,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,3.23448801041,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.963603973389,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.08789896965,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,0.730493068695,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.24988508224,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,4.33777713776,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
0,2.39995384216,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.36366510391,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
1,1.23048877716,01,4,r,60.4397922659,supreff,2015_Apr_09_1615,
