.response,key_upDown.rt,session,participant,domEye,frameRate,expName,date,
1,2.08293199539,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,3.13415694237,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.57865905762,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.33279013634,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.61754107475,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,3.56882214546,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.813694953918,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.53282499313,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.43843507767,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.6397151947,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.88451218605,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.46421790123,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.41372299194,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.75079703331,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.74912714958,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.71925210953,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.81623506546,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.18077301979,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.76097679138,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.51641917229,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.685356855392,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.41556286812,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.29923510551,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,3.25060200691,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.811913013458,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.46667504311,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.00369215012,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.45128703117,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.36561203003,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,13.4243130684,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.66549515724,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.44862890244,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.49801707268,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.01608705521,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.04750800133,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.14899897575,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,3.22010803223,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.43475699425,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.06815981865,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.77380418777,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.730834007263,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.933278083801,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.45082902908,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.40069007874,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.03068685532,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.00486779213,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.914314985275,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,3.20335793495,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,3.33486390114,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.46520495415,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,4.20991396904,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.53884887695,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,4.46997499466,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.4993789196,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.39689397812,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.09718608856,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.36456608772,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.66890597343,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.66625189781,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.24890398979,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.63383793831,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.56733202934,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
0,2.68911886215,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,1.01425886154,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.730386018753,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.78333616257,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,0.914416074753,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.20582103729,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.55143904686,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
1,2.05020904541,01,6,r,60.05607118,supreff,2015_Apr_10_1728,
