.response,key_upDown.rt,session,participant,domEye,frameRate,expName,date,
1,1.69718909264,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.21871113777,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,2.88512897491,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.58778905869,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.896147966385,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.814685106277,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.46651387215,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.17048287392,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,4.27067303658,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.13228106499,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.6192009449,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.46529793739,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.6523039341,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.913383960724,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.712387084961,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.790316820145,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,2.63453316689,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.93343305588,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.75061106682,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.51433801651,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.921507835388,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.19128704071,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.16826105118,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.830791950226,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.35219907761,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.44839191437,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.89265203476,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.899744033813,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.10401892662,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.98536586761,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.713765144348,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.02226805687,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.47114014626,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.764539957047,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.41483187675,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.49264907837,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.859570980072,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.90660691261,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.01982998848,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.813696146011,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.916360139847,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.39818096161,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.1191239357,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.76750588417,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.46916294098,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.85000300407,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,5.12078404427,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.01175284386,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.46286606789,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.21499991417,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.16609883308,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.831315994263,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.2982480526,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.53148007393,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.70517110825,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,4.42460799217,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,4.18781709671,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.35167098045,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.64602613449,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,4.57056379318,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,4.00275683403,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,4.62371110916,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.30345702171,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.92302489281,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,4.93693995476,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.90300583839,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.40433907509,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.7018430233,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.87208199501,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.04763388634,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.54578399658,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.58793902397,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.96748590469,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.42993712425,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.4491558075,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.01491498947,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,5.96726799011,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,4.37497401237,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.18436217308,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,5.20484495163,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.63887810707,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,4.74234485626,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.66667485237,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.78319692612,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.36532711983,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.03469991684,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.70077300072,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.70432305336,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.18195414543,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.54749083519,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.53115200996,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,2.49604082108,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.41949391365,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.5871732235,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.33401179314,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.3861579895,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.38564181328,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.24805998802,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.40194201469,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,2.53335905075,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,2.73415899277,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,2.73327898979,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.930963039398,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,2.70461010933,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.87068796158,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.13101601601,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.94198012352,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,4.09330701828,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.57084488869,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.2499859333,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.43295097351,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,5.58965611458,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.698028087616,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.36894416809,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.72024202347,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.41530799866,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,6.10976696014,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,5.42445087433,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,6.25678300858,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,3.17925190926,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.781415939331,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.57077407837,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.07954096794,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.4645819664,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.56515407562,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.81577110291,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.46023917198,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,1.17164516449,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
0,3.66918110847,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.799597978592,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
1,0.896983146667,01,3,r,59.8304214358,supreff,2015_Apr_07_1611,
